_,station,arr,dep,dwell,runtime,train
1,汕头,-,11:02,-,0:00,D 7414
2,潮汕,11:27,11:31,4,0:25,D 7414
3,普宁,11:48,11:50,2,0:46,D 7414
4,陆丰,12:10,12:12,2,1:08,D 7414
5,惠州南,12:55,13:01,6,1:53,D 7414
6,深圳坪山,13:10,13:17,7,2:08,D 7414
7,深圳北,13:38,-,-,2:36,D 7414
1,深圳北,-,12:47,-,0:00,D 3336
2,深圳坪山,13:04,13:06,2,0:17,D 3336
3,惠州南,13:15,13:17,2,0:28,D 3336
4,鲘门,13:38,13:40,2,0:51,D 3336
5,陆丰,14:01,14:03,2,1:14,D 3336
6,潮汕,14:39,14:45,6,1:52,D 3336
7,饶平,15:01,15:17,16,2:14,D 3336
8,诏安,15:26,15:29,3,2:39,D 3336
9,云霄,15:42,15:54,12,2:55,D 3336
10,漳浦,16:07,16:09,2,3:20,D 3336
11,漳州,16:26,16:28,2,3:39,D 3336
12,厦门北,16:45,16:49,4,3:58,D 3336
13,泉州,17:15,17:17,2,4:28,D 3336
14,仙游,17:35,17:37,2,4:48,D 3336
15,福清,18:04,18:06,2,5:17,D 3336
16,福州南,18:21,-,-,5:34,D 3336
1,东莞南,-,12:26,-,0:00,D 2401
2,深圳北,12:47,12:58,11,0:21,D 2401
3,惠州南,13:20,13:22,2,0:54,D 2401
4,惠东,13:34,13:36,2,1:08,D 2401
5,汕尾,13:57,13:59,2,1:31,D 2401
6,潮汕,14:45,14:50,5,2:19,D 2401
7,漳浦,15:27,15:35,8,3:01,D 2401
8,厦门,16:16,-,-,3:50,D 2401
1,泰宁,-,7:42,-,0:00,D 2297
2,将乐,7:59,8:01,2,0:17,D 2297
3,三明北,8:20,8:24,4,0:38,D 2297
4,尤溪,8:45,8:47,2,1:03,D 2297
5,莆田,9:39,9:41,2,1:57,D 2297
6,惠安,10:01,10:03,2,2:19,D 2297
7,泉州,10:12,10:14,2,2:30,D 2297
8,厦门北,10:40,10:44,4,2:58,D 2297
9,云霄,11:21,11:28,7,3:39,D 2297
10,潮汕,11:55,11:57,2,4:13,D 2297
11,普宁,12:15,12:22,7,4:33,D 2297
12,陆丰,12:41,12:43,2,4:59,D 2297
13,惠州南,13:21,13:23,2,5:39,D 2297
14,深圳坪山,13:32,13:34,2,5:50,D 2297
15,深圳北,13:55,-,-,6:13,D 2297
1,深圳北,-,12:52,-,0:00,G 3142
2,深圳坪山,13:09,13:16,7,0:17,G 3142
3,惠州南,13:25,13:27,2,0:33,G 3142
4,惠东,13:39,13:41,2,0:47,G 3142
5,汕尾,14:02,14:04,2,1:10,G 3142
6,潮汕,14:50,14:55,5,1:58,G 3142
7,漳州,15:44,16:04,20,2:52,G 3142
8,龙岩,16:53,16:58,5,4:01,G 3142
9,漳平西,17:25,17:27,2,4:33,G 3142
10,双洋,17:42,17:44,2,4:50,G 3142
11,永安南,17:59,18:01,2,5:07,G 3142
12,三明,18:17,18:19,2,5:25,G 3142
13,三明北,18:33,18:35,2,5:41,G 3142
14,延平西,18:51,18:53,2,5:59,G 3142
15,建瓯西,19:15,19:22,7,6:23,G 3142
16,南平市,19:38,19:40,2,6:46,G 3142
17,上饶,20:09,20:11,2,7:17,G 3142
18,婺源,20:34,20:36,2,7:42,G 3142
19,黄山北,20:58,21:02,4,8:06,G 3142
20,绩溪北,21:16,21:18,2,8:24,G 3142
21,泾县,21:38,21:40,2,8:46,G 3142
22,合肥南,22:29,-,-,9:37,G 3142
1,赣州,-,7:43,-,0:00,D 2357
2,于都,8:13,8:15,2,0:30,D 2357
3,瑞金,8:42,8:44,2,0:59,D 2357
4,长汀南,9:00,9:02,2,1:17,D 2357
5,冠豸山南,9:20,9:22,2,1:37,D 2357
6,古田会址,9:39,9:41,2,1:56,D 2357
7,龙岩,9:56,10:00,4,2:13,D 2357
8,龙山镇,10:27,10:29,2,2:44,D 2357
9,漳州,10:50,11:10,20,3:07,D 2357
10,云霄,11:34,11:36,2,3:51,D 2357
11,潮汕,12:05,12:08,3,4:22,D 2357
12,普宁,12:26,12:28,2,4:43,D 2357
13,陆丰,12:47,12:49,2,5:04,D 2357
14,惠州南,13:28,13:31,3,5:45,D 2357
15,深圳坪山,13:40,13:45,5,5:57,D 2357
16,深圳北,14:06,-,-,6:23,D 2357
1,福州南,-,9:14,-,0:00,D 2301
2,莆田,9:45,9:47,2,0:31,D 2301
3,仙游,9:58,10:00,2,0:44,D 2301
4,泉州,10:18,10:20,2,1:04,D 2301
5,晋江,10:31,10:33,2,1:17,D 2301
6,厦门北,10:51,10:55,4,1:37,D 2301
7,漳州,11:14,11:16,2,2:00,D 2301
8,云霄,11:39,11:41,2,2:25,D 2301
9,潮汕,12:10,12:13,3,2:56,D 2301
10,潮阳,12:24,12:26,2,3:10,D 2301
11,陆丰,12:52,12:54,2,3:38,D 2301
12,惠州南,13:33,13:37,4,4:19,D 2301
13,深圳坪山,13:46,13:50,4,4:32,D 2301
14,深圳北,14:12,-,-,4:58,D 2301
1,深圳北,-,13:09,-,0:00,D 2358
2,深圳坪山,13:26,13:32,6,0:17,D 2358
3,惠州南,13:41,13:43,2,0:32,D 2358
4,汕尾,14:12,14:14,2,1:03,D 2358
5,潮阳,14:50,14:52,2,1:41,D 2358
6,潮汕,15:05,15:08,3,1:56,D 2358
7,饶平,15:23,15:25,2,2:14,D 2358
8,诏安,15:34,15:40,6,2:25,D 2358
9,漳州,16:11,16:31,20,3:02,D 2358
10,龙岩,17:14,17:18,4,4:05,D 2358
11,冠豸山南,17:47,17:49,2,4:38,D 2358
12,长汀南,18:07,18:09,2,4:58,D 2358
13,瑞金,18:24,18:26,2,5:15,D 2358
14,于都,18:54,18:56,2,5:45,D 2358
15,赣州,19:26,-,-,6:17,D 2358
1,厦门,-,10:46,-,0:00,D 685
2,漳州,11:19,11:21,2,0:33,D 685
3,漳浦,11:36,11:38,2,0:50,D 685
4,云霄,11:50,11:52,2,1:04,D 685
5,潮汕,12:19,12:24,5,1:33,D 685
6,葵潭,12:50,12:52,2,2:04,D 685
7,惠东,13:30,13:32,2,2:44,D 685
8,惠州南,13:44,13:46,2,2:58,D 685
9,深圳坪山,13:55,13:57,2,3:09,D 685
10,深圳北,14:17,-,-,3:31,D 685
1,深圳北,-,13:24,-,0:00,D 7316
2,惠州南,13:46,13:48,2,0:22,D 7316
3,汕尾,14:17,14:19,2,0:53,D 7316
4,潮阳,14:55,14:57,2,1:31,D 7316
5,潮汕,15:11,15:34,23,1:47,D 7316
6,揭阳机场,15:43,15:45,2,2:19,D 7316
7,揭阳,15:56,15:58,2,2:32,D 7316
8,丰顺东,16:09,16:11,2,2:45,D 7316
9,梅州西,16:32,-,-,3:08,D 7316
1,深圳北,-,13:30,-,0:00,D 2322
2,惠州南,13:52,13:54,2,0:22,D 2322
3,汕尾,14:23,14:29,6,0:53,D 2322
4,葵潭,14:50,14:52,2,1:20,D 2322
5,潮阳,15:11,15:13,2,1:41,D 2322
6,潮汕,15:26,15:31,5,1:56,D 2322
7,诏安,15:52,15:54,2,2:22,D 2322
8,云霄,16:08,16:10,2,2:38,D 2322
9,漳州,16:37,16:56,19,3:07,D 2322
10,南靖,17:12,17:21,9,3:42,D 2322
11,龙岩,17:52,17:55,3,4:22,D 2322
12,雁石南,18:14,18:16,2,4:44,D 2322
13,漳平西,18:27,18:29,2,4:57,D 2322
14,永安南,18:55,18:57,2,5:25,D 2322
15,三明北,19:23,19:44,21,5:53,D 2322
16,将乐,20:03,20:05,2,6:33,D 2322
17,泰宁,20:23,20:25,2,6:53,D 2322
18,建宁县北,20:38,20:40,2,7:08,D 2322
19,南丰,21:00,21:02,2,7:30,D 2322
20,南城,21:15,21:17,2,7:45,D 2322
21,抚州,21:36,21:38,2,8:06,D 2322
22,南昌西,22:17,-,-,8:47,D 2322
1,深圳北,-,13:36,-,0:00,D 2354
2,惠州南,13:58,14:04,6,0:22,D 2354
3,汕尾,14:33,14:35,2,0:57,D 2354
4,陆丰,14:48,14:50,2,1:12,D 2354
5,普宁,15:10,15:12,2,1:34,D 2354
6,潮阳,15:23,15:25,2,1:47,D 2354
7,潮汕,15:39,15:42,3,2:03,D 2354
8,饶平,15:58,16:00,2,2:22,D 2354
9,云霄,16:19,16:21,2,2:43,D 2354
10,漳浦,16:33,16:35,2,2:57,D 2354
11,漳州,16:53,17:13,20,3:17,D 2354
12,南靖,17:28,17:30,2,3:52,D 2354
13,龙岩,18:02,-,-,4:26,D 2354
1,厦门,-,11:04,-,0:00,D 2329
2,漳州,11:36,11:38,2,0:32,D 2329
3,漳浦,11:53,11:55,2,0:49,D 2329
4,云霄,12:07,12:09,2,1:03,D 2329
5,潮汕,12:36,12:39,3,1:32,D 2329
6,普宁,12:56,13:02,6,1:52,D 2329
7,陆丰,13:23,13:25,2,2:19,D 2329
8,鲘门,13:47,13:49,2,2:43,D 2329
9,惠州南,14:10,14:22,12,3:06,D 2329
10,深圳坪山,14:31,14:33,2,3:27,D 2329
11,深圳北,14:56,-,-,3:52,D 2329
1,平潭,-,9:05,-,0:00,D 3346
2,长乐东,9:23,9:25,2,0:18,D 3346
3,福州南,9:40,10:00,20,0:35,D 3346
4,福清,10:14,10:16,2,1:09,D 3346
5,莆田,10:36,10:38,2,1:31,D 3346
6,厦门北,11:24,11:31,7,2:19,D 3346
7,角美,11:44,11:46,2,2:39,D 3346
8,云霄,12:15,12:17,2,3:10,D 3346
9,饶平,12:33,12:35,2,3:28,D 3346
10,潮汕,12:50,12:56,6,3:45,D 3346
11,普宁,13:13,13:15,2,4:08,D 3346
12,陆丰,13:35,13:37,2,4:30,D 3346
13,汕尾,13:51,13:57,6,4:46,D 3346
14,惠州南,14:26,14:28,2,5:21,D 3346
15,深圳坪山,14:37,14:39,2,5:32,D 3346
16,深圳北,15:01,-,-,5:56,D 3346
1,南昌西,-,7:20,-,0:00,D 2361
2,抚州,7:57,7:59,2,0:37,D 2361
3,南丰,8:28,8:30,2,1:08,D 2361
4,建宁县北,8:50,8:52,2,1:30,D 2361
5,泰宁,9:05,9:07,2,1:45,D 2361
6,三明北,9:41,9:46,5,2:21,D 2361
7,尤溪,10:06,10:08,2,2:46,D 2361
8,永泰,10:41,10:43,2,3:21,D 2361
9,莆田,11:06,11:08,2,3:46,D 2361
10,泉州,11:33,11:35,2,4:13,D 2361
11,厦门北,12:02,12:06,4,4:42,D 2361
12,云霄,12:42,12:44,2,5:22,D 2361
13,饶平,13:01,13:03,2,5:41,D 2361
14,普宁,13:33,13:36,3,6:13,D 2361
15,陆丰,13:56,13:58,2,6:36,D 2361
16,惠东,14:28,14:30,2,7:08,D 2361
17,惠州南,14:42,14:44,2,7:22,D 2361
18,深圳北,15:12,-,-,7:52,D 2361
1,厦门北,-,11:47,-,0:00,D 2341
2,漳州,12:05,12:07,2,0:18,D 2341
3,漳浦,12:22,12:24,2,0:35,D 2341
4,诏安,12:45,12:47,2,0:58,D 2341
5,潮汕,13:07,13:11,4,1:20,D 2341
6,潮阳,13:22,13:28,6,1:35,D 2341
7,普宁,13:38,13:41,3,1:51,D 2341
8,陆丰,14:01,14:03,2,2:14,D 2341
9,鲘门,14:24,14:26,2,2:37,D 2341
10,惠州南,14:47,14:49,2,3:00,D 2341
11,深圳北,15:17,-,-,3:30,D 2341
1,深圳北,-,14:26,-,0:00,D 2356
2,惠州南,14:48,14:50,2,0:22,D 2356
3,汕尾,15:19,15:21,2,0:53,D 2356
4,葵潭,15:42,15:44,2,1:16,D 2356
5,潮汕,16:13,16:17,4,1:47,D 2356
6,饶平,16:33,16:35,2,2:07,D 2356
7,云霄,16:54,16:56,2,2:28,D 2356
8,漳浦,17:08,17:10,2,2:42,D 2356
9,漳州,17:26,17:46,20,3:00,D 2356
10,龙岩,18:29,-,-,4:03,D 2356
1,汕头,-,13:09,-,0:00,D 7442
2,潮汕,13:34,13:37,3,0:25,D 7442
3,普宁,13:54,13:56,2,0:45,D 7442
4,陆丰,14:16,14:18,2,1:07,D 7442
5,惠州南,14:57,14:59,2,1:48,D 7442
6,深圳北,15:27,-,-,2:18,D 7442
1,厦门,-,11:57,-,0:00,D 673
2,漳浦,12:39,12:41,2,0:42,D 673
3,诏安,13:01,13:03,2,1:04,D 673
4,潮汕,13:22,13:25,3,1:25,D 673
5,普宁,13:43,13:51,8,1:46,D 673
6,葵潭,14:03,14:09,6,2:06,D 673
7,陆丰,14:21,14:24,3,2:24,D 673
8,惠州南,15:02,15:04,2,3:05,D 673
9,深圳坪山,15:13,15:15,2,3:16,D 673
10,深圳北,15:37,-,-,3:40,D 673
1,上饶,-,8:01,-,0:00,D 2325
2,五府山,8:13,8:15,2,0:12,D 2325
3,武夷山北,8:32,8:34,2,0:31,D 2325
4,南平市,8:47,8:49,2,0:46,D 2325
5,建瓯西,9:07,9:09,2,1:06,D 2325
6,延平,9:27,9:29,2,1:26,D 2325
7,古田北,9:45,9:47,2,1:44,D 2325
8,闽清北,9:59,10:01,2,1:58,D 2325
9,福州,10:21,10:28,7,2:20,D 2325
10,福清,10:55,10:57,2,2:54,D 2325
11,莆田,11:17,11:19,2,3:16,D 2325
12,晋江,11:52,11:54,2,3:51,D 2325
13,厦门北,12:12,12:16,4,4:11,D 2325
14,漳州,12:34,12:36,2,4:33,D 2325
15,云霄,13:00,13:02,2,4:59,D 2325
16,饶平,13:18,13:25,7,5:17,D 2325
17,潮汕,13:39,13:42,3,5:38,D 2325
18,潮阳,13:53,13:55,2,5:52,D 2325
19,普宁,14:05,14:07,2,6:04,D 2325
20,陆丰,14:27,14:29,2,6:26,D 2325
21,惠州南,15:07,15:09,2,7:06,D 2325
22,深圳坪山,15:18,15:20,2,7:17,D 2325
23,深圳北,15:42,-,-,7:41,D 2325
1,厦门,-,12:08,-,0:00,D 2349
2,漳州,12:40,12:42,2,0:32,D 2349
3,云霄,13:05,13:12,7,0:57,D 2349
4,潮汕,13:45,13:53,8,1:37,D 2349
5,普宁,14:10,14:12,2,2:02,D 2349
6,陆丰,14:32,14:34,2,2:24,D 2349
7,惠州南,15:12,15:19,7,3:04,D 2349
8,深圳坪山,15:28,15:34,6,3:20,D 2349
9,深圳北,15:57,-,-,3:49,D 2349
1,福州,-,10:23,-,0:00,D 3339
2,福州南,10:39,10:49,10,0:16,D 3339
3,福清,11:03,11:05,2,0:40,D 3339
4,莆田,11:26,11:28,2,1:03,D 3339
5,泉州,11:53,11:56,3,1:30,D 3339
6,晋江,12:08,12:16,8,1:45,D 3339
7,厦门北,12:34,12:38,4,2:11,D 3339
8,漳浦,13:07,13:09,2,2:44,D 3339
9,诏安,13:30,13:33,3,3:07,D 3339
10,潮汕,13:52,13:58,6,3:29,D 3339
11,潮阳,14:09,14:15,6,3:46,D 3339
12,陆丰,14:42,14:44,2,4:19,D 3339
13,惠州南,15:22,15:24,2,4:59,D 3339
14,深圳北,15:52,-,-,5:29,D 3339
1,深圳北,-,15:19,-,0:00,D 2330
2,惠州南,15:41,15:43,2,0:22,D 2330
3,汕尾,16:12,16:14,2,0:53,D 2330
4,普宁,16:43,16:45,2,1:24,D 2330
5,潮汕,17:05,17:08,3,1:46,D 2330
6,饶平,17:24,17:26,2,2:05,D 2330
7,云霄,17:45,17:52,7,2:26,D 2330
8,漳浦,18:04,18:06,2,2:45,D 2330
9,漳州,18:23,18:31,8,3:04,D 2330
10,厦门北,18:50,18:54,4,3:31,D 2330
11,晋江,19:12,19:14,2,3:53,D 2330
12,泉州,19:25,19:27,2,4:06,D 2330
13,莆田,19:53,19:55,2,4:34,D 2330
14,福清,20:14,20:16,2,4:55,D 2330
15,福州,20:43,-,-,5:24,D 2330
1,深圳北,-,15:24,-,0:00,D 3344
2,惠州南,15:46,15:48,2,0:22,D 3344
3,汕尾,16:17,16:19,2,0:53,D 3344
4,葵潭,16:40,16:42,2,1:16,D 3344
5,潮汕,17:11,17:16,5,1:47,D 3344
6,饶平,17:32,17:39,7,2:08,D 3344
7,诏安,17:48,17:50,2,2:24,D 3344
8,云霄,18:02,18:04,2,2:38,D 3344
9,漳浦,18:16,18:18,2,2:52,D 3344
10,漳州,18:34,18:36,2,3:10,D 3344
11,厦门北,18:55,18:59,4,3:31,D 3344
12,晋江,19:17,19:19,2,3:53,D 3344
13,泉州,19:30,19:32,2,4:06,D 3344
14,莆田,19:58,20:00,2,4:34,D 3344
15,福清,20:19,20:21,2,4:55,D 3344
16,福州南,20:36,20:56,20,5:12,D 3344
17,长乐东,21:10,21:12,2,5:46,D 3344
18,平潭,21:31,-,-,6:07,D 3344
1,南昌西,-,8:13,-,0:00,D 2321
2,抚州,8:50,8:52,2,0:37,D 2321
3,南城,9:11,9:13,2,0:58,D 2321
4,建宁县北,9:42,9:44,2,1:29,D 2321
5,泰宁,9:57,9:59,2,1:44,D 2321
6,三明北,10:32,10:52,20,2:19,D 2321
7,三明,11:07,11:09,2,2:54,D 2321
8,永安南,11:25,11:27,2,3:12,D 2321
9,龙岩,12:13,12:17,4,4:00,D 2321
10,漳州,13:00,13:20,20,4:47,D 2321
11,漳浦,13:38,13:40,2,5:25,D 2321
12,诏安,13:59,14:01,2,5:46,D 2321
13,潮汕,14:19,14:23,4,6:06,D 2321
14,普宁,14:40,14:42,2,6:27,D 2321
15,葵潭,14:54,15:02,8,6:41,D 2321
16,陆丰,15:14,15:16,2,7:01,D 2321
17,惠州南,15:54,16:00,6,7:41,D 2321
18,深圳北,16:27,-,-,8:14,D 2321
1,厦门,-,13:04,-,0:00,D 2345
2,漳浦,13:46,13:48,2,0:42,D 2345
3,云霄,14:00,14:06,6,0:56,D 2345
4,潮汕,14:35,14:39,4,1:31,D 2345
5,普宁,14:56,14:58,2,1:52,D 2345
6,陆丰,15:19,15:26,7,2:15,D 2345
7,惠州南,16:04,16:06,2,3:00,D 2345
8,深圳北,16:32,-,-,3:28,D 2345
1,深圳北,-,15:57,-,0:00,D 7448
2,惠州南,16:19,16:21,2,0:22,D 7448
3,潮阳,17:22,17:24,2,1:25,D 7448
4,潮汕,17:37,17:41,4,1:40,D 7448
5,汕头,18:06,-,-,2:09,D 7448
1,深圳北,-,16:07,-,0:00,D 672
2,惠州南,16:29,16:31,2,0:22,D 672
3,惠东,16:43,16:45,2,0:36,D 672
4,陆丰,17:15,17:32,17,1:08,D 672
5,葵潭,17:44,17:46,2,1:37,D 672
6,潮汕,18:15,18:21,6,2:08,D 672
7,漳浦,18:57,18:59,2,2:50,D 672
8,漳州,19:15,19:18,3,3:08,D 672
9,厦门北,19:35,19:39,4,3:28,D 672
10,泉州,20:05,20:07,2,3:58,D 672
11,莆田,20:32,20:34,2,4:25,D 672
12,福清,20:54,20:56,2,4:47,D 672
13,福州南,21:11,-,-,5:04,D 672
1,福州南,-,12:17,-,0:00,D 3341
2,莆田,12:48,12:50,2,0:31,D 3341
3,泉州,13:15,13:17,2,0:58,D 3341
4,厦门北,13:42,13:47,5,1:25,D 3341
5,云霄,14:25,14:27,2,2:08,D 3341
6,饶平,14:45,14:47,2,2:28,D 3341
7,潮汕,15:01,15:10,9,2:44,D 3341
8,葵潭,15:35,15:37,2,3:18,D 3341
9,陆丰,15:49,15:51,2,3:32,D 3341
10,惠州南,16:30,16:32,2,4:13,D 3341
11,深圳北,16:58,-,-,4:41,D 3341
1,厦门,-,14:00,-,0:00,D 687
2,漳州,14:30,14:32,2,0:30,D 687
3,漳浦,14:47,14:54,7,0:47,D 687
4,云霄,15:06,15:08,2,1:06,D 687
5,潮汕,15:35,15:40,5,1:35,D 687
6,普宁,15:58,16:00,2,1:58,D 687
7,陆丰,16:20,16:22,2,2:20,D 687
8,惠州南,17:01,17:03,2,3:01,D 687
9,深圳北,17:30,-,-,3:30,D 687
1,深圳北,-,16:20,-,0:00,D 3340
2,深圳坪山,16:37,16:53,16,0:17,D 3340
3,惠州南,17:02,17:04,2,0:42,D 3340
4,惠东,17:16,17:18,2,0:56,D 3340
5,汕尾,17:39,17:41,2,1:19,D 3340
6,潮汕,18:26,18:29,3,2:06,D 3340
7,云霄,18:58,19:00,2,2:38,D 3340
8,漳浦,19:12,19:14,2,2:52,D 3340
9,角美,19:35,19:37,2,3:15,D 3340
10,厦门北,19:49,19:53,4,3:29,D 3340
11,泉州,20:19,20:21,2,3:59,D 3340
12,仙游,20:39,20:41,2,4:19,D 3340
13,莆田,20:52,20:54,2,4:32,D 3340
14,福州,21:42,-,-,5:22,D 3340
1,深圳北,-,16:50,-,0:00,D 2312
2,惠州南,17:12,17:14,2,0:22,D 2312
3,汕尾,17:44,17:46,2,0:54,D 2312
4,陆丰,17:59,18:01,2,1:09,D 2312
5,潮阳,18:28,18:30,2,1:38,D 2312
6,潮汕,18:43,18:47,4,1:53,D 2312
7,云霄,19:16,19:18,2,2:26,D 2312
8,漳州,19:44,19:47,3,2:54,D 2312
9,厦门北,20:04,20:09,5,3:14,D 2312
10,泉州,20:35,20:37,2,3:45,D 2312
11,惠安,20:46,20:48,2,3:56,D 2312
12,莆田,21:08,21:10,2,4:18,D 2312
13,福州南,21:41,-,-,4:51,D 2312
1,上海虹桥,-,6:57,-,0:00,D 2287
2,金山北,7:15,7:21,6,0:18,D 2287
3,嘉兴南,7:35,7:41,6,0:38,D 2287
4,杭州东,8:06,8:12,6,1:09,D 2287
5,杭州南,8:21,8:23,2,1:24,D 2287
6,绍兴东,8:45,8:47,2,1:48,D 2287
7,宁波,9:16,9:23,7,2:19,D 2287
8,奉化,9:40,9:42,2,2:43,D 2287
9,台州西,10:23,10:25,2,3:26,D 2287
10,温岭,10:36,10:38,2,3:39,D 2287
11,雁荡山,10:49,10:51,2,3:52,D 2287
12,温州南,11:19,11:21,2,4:22,D 2287
13,瑞安,11:32,11:34,2,4:35,D 2287
14,福安,12:28,12:30,2,5:31,D 2287
15,宁德,12:42,12:44,2,5:45,D 2287
16,福州南,13:19,13:23,4,6:22,D 2287
17,莆田,13:54,13:56,2,6:57,D 2287
18,泉州,14:21,14:23,2,7:24,D 2287
19,厦门北,14:50,14:59,9,7:53,D 2287
20,漳州,15:20,15:22,2,8:23,D 2287
21,漳浦,15:37,15:40,3,8:40,D 2287
22,潮汕,16:15,16:23,8,9:18,D 2287
23,普宁,16:40,16:46,6,9:43,D 2287
24,鲘门,17:24,17:26,2,10:27,D 2287
25,惠州南,17:47,17:53,6,10:50,D 2287
26,深圳坪山,18:02,18:04,2,11:05,D 2287
27,深圳北,18:27,-,-,11:30,D 2287
1,梅州西,-,15:20,-,0:00,D 7311
2,畲江北,15:32,15:34,2,0:12,D 7311
3,建桥,15:42,15:44,2,0:22,D 7311
4,丰顺东,15:52,15:54,2,0:32,D 7311
5,揭阳机场,16:13,16:15,2,0:53,D 7311
6,潮汕,16:24,16:43,19,1:04,D 7311
7,普宁,17:00,17:02,2,1:40,D 7311
8,陆丰,17:22,17:24,2,2:02,D 7311
9,鲘门,17:45,17:47,2,2:25,D 7311
10,惠州南,18:08,18:10,2,2:48,D 7311
11,深圳北,18:37,-,-,3:17,D 7311
1,深圳北,-,17:58,-,0:00,D 690
2,惠州南,18:20,18:22,2,0:22,D 690
3,汕尾,18:51,18:53,2,0:53,D 690
4,潮阳,19:30,19:32,2,1:32,D 690
5,潮汕,19:46,19:48,2,1:48,D 690
6,诏安,20:08,20:10,2,2:10,D 690
7,漳州,20:42,20:44,2,2:44,D 690
8,厦门北,21:01,-,-,3:03,D 690
1,汕头,-,16:31,-,0:00,D 7430
2,潮汕,16:56,16:59,3,0:25,D 7430
3,葵潭,17:24,17:26,2,0:53,D 7430
4,汕尾,17:47,17:49,2,1:16,D 7430
5,惠州南,18:18,18:24,6,1:47,D 7430
6,深圳坪山,18:33,18:35,2,2:02,D 7430
7,深圳北,18:57,-,-,2:26,D 7430
1,深圳北,-,17:48,-,0:00,D 2328
2,深圳坪山,18:05,18:16,11,0:17,D 2328
3,惠州南,18:25,18:32,7,0:37,D 2328
4,汕尾,19:01,19:03,2,1:13,D 2328
5,葵潭,19:24,19:26,2,1:36,D 2328
6,潮汕,19:56,19:59,3,2:08,D 2328
7,漳浦,20:36,20:38,2,2:48,D 2328
8,厦门北,21:06,21:10,4,3:18,D 2328
9,晋江,21:28,21:30,2,3:40,D 2328
10,泉州,21:42,21:44,2,3:54,D 2328
11,惠安,21:53,21:55,2,4:05,D 2328
12,莆田,22:15,22:17,2,4:27,D 2328
13,福州南,22:48,-,-,5:00,D 2328
1,阜阳西,-,8:01,-,0:00,G 1601
2,凤台南,8:25,8:27,2,0:24,G 1601
3,淮南南,8:41,8:43,2,0:40,G 1601
4,合肥南,9:21,9:25,4,1:20,G 1601
5,无为,9:54,9:56,2,1:53,G 1601
6,铜陵北,10:08,10:10,2,2:07,G 1601
7,南陵,10:22,10:24,2,2:21,G 1601
8,旌德,10:43,10:45,2,2:42,G 1601
9,绩溪北,10:56,11:00,4,2:55,G 1601
10,歙县北,11:11,11:13,2,3:10,G 1601
11,黄山北,11:22,11:26,4,3:21,G 1601
12,婺源,11:47,11:49,2,3:46,G 1601
13,上饶,12:13,12:16,3,4:12,G 1601
14,武夷山北,12:38,12:40,2,4:37,G 1601
15,建瓯西,13:03,13:05,2,5:02,G 1601
16,延平,13:21,13:23,2,5:20,G 1601
17,古田北,13:38,13:40,2,5:37,G 1601
18,福州,14:08,14:11,3,6:07,G 1601
19,福州南,14:27,14:29,2,6:26,G 1601
20,莆田,15:00,15:02,2,6:59,G 1601
21,泉州,15:27,15:29,2,7:26,G 1601
22,厦门北,15:55,15:59,4,7:54,G 1601
23,漳州,16:16,16:22,6,8:15,G 1601
24,云霄,16:49,16:51,2,8:48,G 1601
25,潮汕,17:20,17:25,5,9:19,G 1601
26,普宁,17:42,17:44,2,9:41,G 1601
27,陆丰,18:04,18:06,2,10:03,G 1601
28,惠州南,18:44,18:56,12,10:43,G 1601
29,深圳北,19:23,-,-,11:22,G 1601
1,福州南,-,14:57,-,0:00,D 2307
2,莆田,15:28,15:30,2,0:31,D 2307
3,泉州,15:55,15:57,2,0:58,D 2307
4,厦门北,16:22,16:29,7,1:25,D 2307
5,漳浦,17:02,17:04,2,2:05,D 2307
6,云霄,17:16,17:18,2,2:19,D 2307
7,潮汕,17:45,17:51,6,2:48,D 2307
8,普宁,18:08,18:10,2,3:11,D 2307
9,陆丰,18:30,18:32,2,3:33,D 2307
10,惠州南,19:11,19:13,2,4:14,D 2307
11,深圳北,19:36,-,-,4:39,D 2307
1,深圳北,-,18:49,-,0:00,D 676
2,惠州南,19:11,19:14,3,0:22,D 676
3,陆丰,19:52,19:54,2,1:03,D 676
4,潮阳,20:21,20:23,2,1:32,D 676
5,潮汕,20:37,20:44,7,1:48,D 676
6,诏安,21:05,21:07,2,2:16,D 676
7,云霄,21:19,21:21,2,2:30,D 676
8,漳浦,21:34,21:37,3,2:45,D 676
9,厦门,22:19,-,-,3:30,D 676
1,南京南,-,6:32,-,0:00,D 2281
2,镇江,7:00,7:02,2,0:28,D 2281
3,常州,7:26,7:28,2,0:54,D 2281
4,无锡,7:43,7:45,2,1:11,D 2281
5,苏州,8:00,8:02,2,1:28,D 2281
6,昆山南,8:15,8:17,2,1:43,D 2281
7,上海虹桥,8:38,8:47,9,2:06,D 2281
8,嘉善南,9:12,9:21,9,2:40,D 2281
9,嘉兴南,9:30,9:32,2,2:58,D 2281
10,桐乡,9:42,9:48,6,3:10,D 2281
11,杭州东,10:06,10:13,7,3:34,D 2281
12,余姚北,10:47,10:48,1,4:15,D 2281
13,宁波,11:10,11:15,5,4:38,D 2281
14,宁海,11:43,11:45,2,5:11,D 2281
15,台州西,12:15,12:17,2,5:43,D 2281
16,雁荡山,12:35,12:37,2,6:03,D 2281
17,温州南,13:05,13:07,2,6:33,D 2281
18,平阳,13:24,13:26,2,6:52,D 2281
19,苍南,13:36,13:38,2,7:04,D 2281
