traincode,station,arr,dep,time,line,state
C 7541,惠环,1,0,109,广惠城际线东小段200km/h,middle
C 7541,惠环,0,1,110,广惠城际线东小段200km/h,middle
C 7541,龙丰,1,0,114,广惠城际线东小段200km/h,middle
C 7541,龙丰,0,1,116,广惠城际线东小段200km/h,middle
C 7541,西湖东,1,0,119,广惠城际线东小段200km/h,middle
C 7541,西湖东,0,1,120,广惠城际线东小段200km/h,last
C 7542,小金口,0,1,10,广惠城际线东小段200km/h,first
C 7542,云山,1,0,15,广惠城际线东小段200km/h,middle
C 7542,云山,0,1,17,广惠城际线东小段200km/h,middle
C 7542,西湖东,1,0,20,广惠城际线东小段200km/h,middle
C 7542,西湖东,0,1,22,广惠城际线东小段200km/h,middle
C 7542,龙丰,1,0,25,广惠城际线东小段200km/h,middle
C 7542,龙丰,0,1,27,广惠城际线东小段200km/h,middle
C 7542,惠环,1,0,30,广惠城际线东小段200km/h,middle
C 7542,惠环,0,1,32,广惠城际线东小段200km/h,middle
C 7542,陈江南,1,0,39,广惠城际线东小段200km/h,middle
C 7542,陈江南,0,1,41,广惠城际线东小段200km/h,middle
C 7542,沥林北,1,0,45,广惠城际线东小段200km/h,middle
C 7542,沥林北,0,1,47,广惠城际线东小段200km/h,middle
C 7542,银瓶,1,0,52,广惠城际线东小段200km/h,middle
C 7542,银瓶,0,1,53,广惠城际线东小段200km/h,middle
C 7542,樟木头东,1,0,57,广惠城际线东小段200km/h,middle
C 7542,樟木头东,0,1,58,广惠城际线东小段200km/h,middle
C 7542,常平东,1,0,63,广惠城际线东小段200km/h,middle
C 7542,常平东,0,1,65,广惠城际线东小段200km/h,middle
C 7542,常平南,1,0,69,广惠城际线东小段200km/h,middle
C 7542,常平南,0,1,70,广惠城际线东小段200km/h,middle
C 7542,大朗镇,1,0,74,广惠城际线东小段200km/h,middle
C 7542,大朗镇,0,1,76,广惠城际线东小段200km/h,middle
C 7542,松山湖北,1,0,80,广惠城际线东小段200km/h,middle
C 7542,松山湖北,0,1,81,广惠城际线东小段200km/h,middle
C 7542,寮步,1,0,85,广惠城际线东小段200km/h,middle
C 7542,寮步,0,1,86,广惠城际线东小段200km/h,middle
C 7542,东城南,1,0,92,广惠城际线东小段200km/h,middle
C 7542,东城南,0,1,93,广惠城际线东小段200km/h,middle
C 7542,西平西,1,0,96,广惠城际线东小段200km/h,middle
C 7542,西平西,0,1,98,广惠城际线东小段200km/h,middle
C 7542,道滘,1,0,106,广惠城际线东小段200km/h,middle
C 7542,道滘,0,1,108,广惠城际线东小段200km/h,middle
C 7542,东莞西,1,0,111,广惠城际线东小段200km/h,last
C 7543,东莞西,0,1,55,广惠城际线东小段200km/h,first
C 7543,道滘,1,0,58,广惠城际线东小段200km/h,middle
C 7543,道滘,0,1,60,广惠城际线东小段200km/h,middle
C 7543,西平西,1,0,66,广惠城际线东小段200km/h,middle
C 7543,西平西,0,1,67,广惠城际线东小段200km/h,middle
C 7543,东城南,1,0,70,广惠城际线东小段200km/h,middle
C 7543,东城南,0,1,72,广惠城际线东小段200km/h,middle
C 7543,寮步,1,0,77,广惠城际线东小段200km/h,middle
C 7543,寮步,0,1,79,广惠城际线东小段200km/h,middle
C 7543,松山湖北,1,0,83,广惠城际线东小段200km/h,middle
C 7543,松山湖北,0,1,85,广惠城际线东小段200km/h,middle
C 7543,大朗镇,1,0,89,广惠城际线东小段200km/h,middle
C 7543,大朗镇,0,1,90,广惠城际线东小段200km/h,middle
C 7543,常平南,1,0,96,广惠城际线东小段200km/h,middle
C 7543,常平南,0,1,97,广惠城际线东小段200km/h,middle
C 7543,常平东,1,0,101,广惠城际线东小段200km/h,middle
C 7543,常平东,0,1,103,广惠城际线东小段200km/h,middle
C 7543,樟木头东,1,0,108,广惠城际线东小段200km/h,middle
C 7543,樟木头东,0,1,109,广惠城际线东小段200km/h,middle
C 7543,银瓶,1,0,113,广惠城际线东小段200km/h,middle
C 7543,银瓶,0,1,115,广惠城际线东小段200km/h,middle
C 7543,沥林北,1,0,120,广惠城际线东小段200km/h,last
C 7544,小金口,0,1,35,广惠城际线东小段200km/h,first
C 7544,云山,1,0,40,广惠城际线东小段200km/h,middle
C 7544,云山,0,1,42,广惠城际线东小段200km/h,middle
C 7544,西湖东,1,0,45,广惠城际线东小段200km/h,middle
C 7544,西湖东,0,1,47,广惠城际线东小段200km/h,middle
C 7544,龙丰,1,0,50,广惠城际线东小段200km/h,middle
C 7544,龙丰,0,1,52,广惠城际线东小段200km/h,middle
C 7544,惠环,1,0,55,广惠城际线东小段200km/h,middle
C 7544,惠环,0,1,57,广惠城际线东小段200km/h,middle
C 7544,陈江南,1,0,61,广惠城际线东小段200km/h,middle
C 7544,陈江南,0,1,62,广惠城际线东小段200km/h,middle
C 7544,沥林北,1,0,69,广惠城际线东小段200km/h,middle
C 7544,沥林北,0,1,71,广惠城际线东小段200km/h,middle
C 7544,银瓶,1,0,76,广惠城际线东小段200km/h,middle
C 7544,银瓶,0,1,77,广惠城际线东小段200km/h,middle
C 7544,樟木头东,1,0,81,广惠城际线东小段200km/h,middle
C 7544,樟木头东,0,1,82,广惠城际线东小段200km/h,middle
C 7544,常平东,1,0,87,广惠城际线东小段200km/h,middle
C 7544,常平东,0,1,89,广惠城际线东小段200km/h,middle
C 7544,常平南,1,0,93,广惠城际线东小段200km/h,middle
C 7544,常平南,0,1,94,广惠城际线东小段200km/h,middle
C 7544,大朗镇,1,0,98,广惠城际线东小段200km/h,middle
C 7544,大朗镇,0,1,100,广惠城际线东小段200km/h,middle
C 7544,松山湖北,1,0,104,广惠城际线东小段200km/h,middle
C 7544,松山湖北,0,1,105,广惠城际线东小段200km/h,middle
C 7544,寮步,1,0,110,广惠城际线东小段200km/h,middle
C 7544,寮步,0,1,111,广惠城际线东小段200km/h,middle
C 7544,东城南,1,0,118,广惠城际线东小段200km/h,middle
C 7544,东城南,0,1,120,广惠城际线东小段200km/h,last
C 7545,东莞西,0,1,80,广惠城际线东小段200km/h,first
C 7545,道滘,1,0,83,广惠城际线东小段200km/h,middle
C 7545,道滘,0,1,85,广惠城际线东小段200km/h,middle
C 7545,西平西,1,0,91,广惠城际线东小段200km/h,middle
C 7545,西平西,0,1,92,广惠城际线东小段200km/h,middle
C 7545,东城南,1,0,95,广惠城际线东小段200km/h,middle
C 7545,东城南,0,1,97,广惠城际线东小段200km/h,middle
C 7545,寮步,1,0,102,广惠城际线东小段200km/h,middle
C 7545,寮步,0,1,104,广惠城际线东小段200km/h,middle
C 7545,松山湖北,1,0,108,广惠城际线东小段200km/h,middle
C 7545,松山湖北,0,1,110,广惠城际线东小段200km/h,middle
C 7545,大朗镇,1,0,114,广惠城际线东小段200km/h,middle
C 7545,大朗镇,0,1,115,广惠城际线东小段200km/h,middle
C 7545,常平南,1,0,120,广惠城际线东小段200km/h,last
C 7546,小金口,0,1,55,广惠城际线东小段200km/h,first
C 7546,云山,1,0,60,广惠城际线东小段200km/h,middle
C 7546,云山,0,1,62,广惠城际线东小段200km/h,middle
C 7546,西湖东,1,0,65,广惠城际线东小段200km/h,middle
C 7546,西湖东,0,1,67,广惠城际线东小段200km/h,middle
C 7546,龙丰,1,0,70,广惠城际线东小段200km/h,middle
C 7546,龙丰,0,1,71,广惠城际线东小段200km/h,middle
C 7546,惠环,1,0,75,广惠城际线东小段200km/h,middle
C 7546,惠环,0,1,77,广惠城际线东小段200km/h,middle
C 7546,陈江南,1,0,81,广惠城际线东小段200km/h,middle
C 7546,陈江南,0,1,82,广惠城际线东小段200km/h,middle
C 7546,沥林北,1,0,89,广惠城际线东小段200km/h,middle
C 7546,沥林北,0,1,91,广惠城际线东小段200km/h,middle
C 7546,银瓶,1,0,96,广惠城际线东小段200km/h,middle
C 7546,银瓶,0,1,97,广惠城际线东小段200km/h,middle
C 7546,樟木头东,1,0,101,广惠城际线东小段200km/h,middle
C 7546,樟木头东,0,1,102,广惠城际线东小段200km/h,middle
C 7546,常平东,1,0,107,广惠城际线东小段200km/h,middle
C 7546,常平东,0,1,109,广惠城际线东小段200km/h,middle
C 7546,常平南,1,0,113,广惠城际线东小段200km/h,middle
C 7546,常平南,0,1,114,广惠城际线东小段200km/h,middle
C 7546,大朗镇,1,0,118,广惠城际线东小段200km/h,middle
C 7546,大朗镇,0,1,120,广惠城际线东小段200km/h,last
C 7547,东莞西,0,1,100,广惠城际线东小段200km/h,first
C 7547,道滘,1,0,103,广惠城际线东小段200km/h,middle
C 7547,道滘,0,1,105,广惠城际线东小段200km/h,middle
C 7547,西平西,1,0,111,广惠城际线东小段200km/h,middle
C 7547,西平西,0,1,112,广惠城际线东小段200km/h,middle
C 7547,东城南,1,0,115,广惠城际线东小段200km/h,middle
C 7547,东城南,0,1,117,广惠城际线东小段200km/h,last
C 7548,小金口,0,1,80,广惠城际线东小段200km/h,first
C 7548,云山,1,0,86,广惠城际线东小段200km/h,middle
C 7548,云山,0,1,88,广惠城际线东小段200km/h,middle
C 7548,西湖东,1,0,91,广惠城际线东小段200km/h,middle
C 7548,西湖东,0,1,93,广惠城际线东小段200km/h,middle
C 7548,龙丰,1,0,96,广惠城际线东小段200km/h,middle
C 7548,龙丰,0,1,97,广惠城际线东小段200km/h,middle
C 7548,惠环,1,0,101,广惠城际线东小段200km/h,middle
C 7548,惠环,0,1,103,广惠城际线东小段200km/h,middle
C 7548,陈江南,1,0,107,广惠城际线东小段200km/h,middle
C 7548,陈江南,0,1,108,广惠城际线东小段200km/h,middle
C 7548,沥林北,1,0,114,广惠城际线东小段200km/h,middle
C 7548,沥林北,0,1,116,广惠城际线东小段200km/h,last
C 7550,小金口,0,1,105,广惠城际线东小段200km/h,first
C 7550,云山,1,0,110,广惠城际线东小段200km/h,middle
C 7550,云山,0,1,112,广惠城际线东小段200km/h,middle
C 7550,西湖东,1,0,115,广惠城际线东小段200km/h,middle
C 7550,西湖东,0,1,117,广惠城际线东小段200km/h,middle
C 7550,龙丰,1,0,120,广惠城际线东小段200km/h,last
C 7644,顺德,1,0,2,广珠城际线A200km/h,first
C 7644,顺德,0,1,2,广珠城际线A200km/h,middle
C 7644,北滘,1,0,8,广珠城际线A200km/h,middle
C 7644,北滘,0,1,8,广珠城际线A200km/h,middle
C 7644,广州南,1,0,12,广珠城际线A200km/h,last
C 7646,南朗,1,0,3,广珠城际线B200km/h,first
C 7646,南朗,0,1,3,广珠城际线B200km/h,middle
C 7646,中山,1,0,13,广珠城际线B200km/h,middle
C 7646,中山,0,1,15,广珠城际线B200km/h,middle
C 7646,中山北,1,0,18,广珠城际线B200km/h,middle
C 7646,中山北,0,1,18,广珠城际线B200km/h,middle
C 7646,小榄,1,0,24,广珠城际线B200km/h,middle
C 7646,小榄,0,1,24,广珠城际线A200km/h,middle
C 7646,南头,1,0,27,广珠城际线A200km/h,middle
C 7646,南头,0,1,27,广珠城际线A200km/h,middle
C 7646,容桂,1,0,30,广珠城际线A200km/h,middle
C 7646,容桂,0,1,37,广珠城际线A200km/h,middle
C 7646,顺德学院,1,0,40,广珠城际线A200km/h,middle
C 7646,顺德学院,0,1,40,广珠城际线A200km/h,middle
C 7646,顺德,1,0,45,广珠城际线A200km/h,middle
C 7646,顺德,0,1,45,广珠城际线A200km/h,middle
C 7646,北滘,1,0,47,广珠城际线A200km/h,middle
C 7646,北滘,0,1,47,广珠城际线A200km/h,middle
C 7646,广州南,1,0,51,广珠城际线A200km/h,last
C 7648,唐家湾,1,0,4,广珠城际线B200km/h,first
C 7648,唐家湾,0,1,4,广珠城际线B200km/h,middle
C 7648,珠海北,1,0,6,广珠城际线B200km/h,middle
C 7648,珠海北,0,1,6,广珠城际线B200km/h,middle
C 7648,南朗,1,0,12,广珠城际线B200km/h,middle
C 7648,南朗,0,1,14,广珠城际线B200km/h,middle
C 7648,中山,1,0,20,广珠城际线B200km/h,middle
C 7648,中山,0,1,22,广珠城际线B200km/h,middle
C 7648,中山北,1,0,24,广珠城际线B200km/h,middle
C 7648,中山北,0,1,24,广珠城际线B200km/h,middle
C 7648,小榄,1,0,30,广珠城际线B200km/h,middle
C 7648,小榄,0,1,32,广珠城际线A200km/h,middle
C 7648,南头,1,0,36,广珠城际线A200km/h,middle
C 7648,南头,0,1,36,广珠城际线A200km/h,middle
C 7648,容桂,1,0,39,广珠城际线A200km/h,middle
C 7648,容桂,0,1,46,广珠城际线A200km/h,middle
C 7648,顺德学院,1,0,54,广珠城际线A200km/h,middle
C 7648,顺德学院,0,1,54,广珠城际线A200km/h,middle
C 7648,顺德,1,0,57,广珠城际线A200km/h,middle
C 7648,顺德,0,1,57,广珠城际线A200km/h,middle
C 7648,北滘,1,0,59,广珠城际线A200km/h,middle
C 7648,北滘,0,1,59,广珠城际线A200km/h,middle
C 7648,广州南,1,0,63,广珠城际线A200km/h,last
C 7650,珠海,0,1,4,广珠城际线B200km/h,first
C 7650,明珠,1,0,14,广珠城际线B200km/h,middle
C 7650,明珠,0,1,15,广珠城际线B200km/h,middle
C 7650,唐家湾,1,0,21,广珠城际线B200km/h,middle
C 7650,唐家湾,0,1,21,广珠城际线B200km/h,middle
C 7650,珠海北,1,0,23,广珠城际线B200km/h,middle
C 7650,珠海北,0,1,23,广珠城际线B200km/h,middle
C 7650,南朗,1,0,28,广珠城际线B200km/h,middle
C 7650,南朗,0,1,28,广珠城际线B200km/h,middle
C 7650,中山,1,0,32,广珠城际线B200km/h,middle
C 7650,中山,0,1,32,广珠城际线B200km/h,middle
C 7650,中山北,1,0,34,广珠城际线B200km/h,middle
C 7650,中山北,0,1,36,广珠城际线B200km/h,middle
C 7650,小榄,1,0,44,广珠城际线B200km/h,middle
C 7650,小榄,0,1,45,广珠城际线A200km/h,middle
C 7650,南头,1,0,49,广珠城际线A200km/h,middle
C 7650,南头,0,1,49,广珠城际线A200km/h,middle
C 7650,容桂,1,0,51,广珠城际线A200km/h,middle
C 7650,容桂,0,1,52,广珠城际线A200km/h,middle
C 7650,顺德学院,1,0,60,广珠城际线A200km/h,middle
C 7650,顺德学院,0,1,60,广珠城际线A200km/h,middle
C 7650,顺德,1,0,63,广珠城际线A200km/h,middle
C 7650,顺德,0,1,70,广珠城际线A200km/h,middle
C 7650,北滘,1,0,72,广珠城际线A200km/h,middle
C 7650,北滘,0,1,72,广珠城际线A200km/h,middle
C 7650,广州南,1,0,76,广珠城际线A200km/h,last
C 7651,中山北,1,0,0,广珠城际线B200km/h,first
C 7651,中山北,0,1,1,广珠城际线B200km/h,middle
C 7651,中山,1,0,4,广珠城际线B200km/h,middle
C 7651,中山,0,1,4,广珠城际线B200km/h,middle
C 7651,南朗,1,0,8,广珠城际线B200km/h,middle
C 7651,南朗,0,1,8,广珠城际线B200km/h,middle
C 7651,珠海北,1,0,12,广珠城际线B200km/h,middle
C 7651,珠海北,0,1,12,广珠城际线B200km/h,middle
C 7651,唐家湾,1,0,14,广珠城际线B200km/h,middle
C 7651,唐家湾,0,1,16,广珠城际线B200km/h,middle
C 7651,明珠,1,0,24,广珠城际线B200km/h,middle
C 7651,明珠,0,1,25,广珠城际线B200km/h,middle
C 7651,珠海,1,0,38,广珠城际线B200km/h,last
C 7652,珠海,0,1,15,广珠城际线B200km/h,first
C 7652,明珠,1,0,21,广珠城际线B200km/h,middle
C 7652,明珠,0,1,21,广珠城际线B200km/h,middle
C 7652,唐家湾,1,0,34,广珠城际线B200km/h,middle
C 7652,唐家湾,0,1,35,广珠城际线B200km/h,middle
C 7652,珠海北,1,0,37,广珠城际线B200km/h,middle
C 7652,珠海北,0,1,37,广珠城际线B200km/h,middle
C 7652,南朗,1,0,41,广珠城际线B200km/h,middle
C 7652,南朗,0,1,41,广珠城际线B200km/h,middle
C 7652,中山,1,0,45,广珠城际线B200km/h,middle
C 7652,中山,0,1,46,广珠城际线B200km/h,middle
C 7652,中山北,1,0,48,广珠城际线B200km/h,middle
C 7652,中山北,0,1,48,广珠城际线B200km/h,middle
C 7652,小榄,1,0,55,广珠城际线B200km/h,middle
C 7652,小榄,0,1,56,广珠城际线A200km/h,middle
C 7652,南头,1,0,61,广珠城际线A200km/h,middle
C 7652,南头,0,1,61,广珠城际线A200km/h,middle
C 7652,容桂,1,0,63,广珠城际线A200km/h,middle
C 7652,容桂,0,1,72,广珠城际线A200km/h,middle
C 7652,顺德学院,1,0,76,广珠城际线A200km/h,middle
C 7652,顺德学院,0,1,76,广珠城际线A200km/h,middle
C 7652,顺德,1,0,79,广珠城际线A200km/h,middle
C 7652,顺德,0,1,79,广珠城际线A200km/h,middle
C 7652,北滘,1,0,87,广珠城际线A200km/h,middle
C 7652,北滘,0,1,88,广珠城际线A200km/h,middle
C 7652,广州南,1,0,92,广珠城际线A200km/h,last
C 7653,小榄,1,0,0,广珠城际线B200km/h,first
C 7653,小榄,0,1,2,广珠城际线B200km/h,middle
C 7653,中山北,1,0,8,广珠城际线B200km/h,middle
C 7653,中山北,0,1,8,广珠城际线B200km/h,middle
C 7653,中山,1,0,10,广珠城际线B200km/h,middle
C 7653,中山,0,1,12,广珠城际线B200km/h,middle
C 7653,南朗,1,0,16,广珠城际线B200km/h,middle
C 7653,南朗,0,1,18,广珠城际线B200km/h,middle
C 7653,珠海北,1,0,26,广珠城际线B200km/h,middle
C 7653,珠海北,0,1,34,广珠城际线B200km/h,middle
C 7653,唐家湾,1,0,37,广珠城际线B200km/h,middle
C 7653,唐家湾,0,1,38,广珠城际线B200km/h,middle
C 7653,明珠,1,0,43,广珠城际线B200km/h,middle
C 7653,明珠,0,1,44,广珠城际线B200km/h,middle
C 7653,珠海,1,0,57,广珠城际线B200km/h,last
C 7654,珠海,0,1,30,广珠城际线B200km/h,first
C 7654,明珠,1,0,40,广珠城际线B200km/h,middle
C 7654,明珠,0,1,41,广珠城际线B200km/h,middle
C 7654,唐家湾,1,0,47,广珠城际线B200km/h,middle
C 7654,唐家湾,0,1,47,广珠城际线B200km/h,middle
C 7654,珠海北,1,0,49,广珠城际线B200km/h,middle
C 7654,珠海北,0,1,49,广珠城际线B200km/h,middle
C 7654,南朗,1,0,53,广珠城际线B200km/h,middle
C 7654,南朗,0,1,53,广珠城际线B200km/h,middle
C 7654,中山,1,0,58,广珠城际线B200km/h,middle
C 7654,中山,0,1,59,广珠城际线B200km/h,middle
C 7654,中山北,1,0,61,广珠城际线B200km/h,middle
C 7654,中山北,0,1,63,广珠城际线B200km/h,middle
C 7654,小榄,1,0,69,广珠城际线B200km/h,middle
C 7654,小榄,0,1,69,广珠城际线A200km/h,middle
C 7654,南头,1,0,73,广珠城际线A200km/h,middle
C 7654,南头,0,1,75,广珠城际线A200km/h,middle
C 7654,容桂,1,0,78,广珠城际线A200km/h,middle
C 7654,容桂,0,1,78,广珠城际线A200km/h,middle
C 7654,顺德学院,1,0,81,广珠城际线A200km/h,middle
C 7654,顺德学院,0,1,81,广珠城际线A200km/h,middle
C 7654,顺德,1,0,89,广珠城际线A200km/h,middle
C 7654,顺德,0,1,96,广珠城际线A200km/h,middle
C 7654,北滘,1,0,100,广珠城际线A200km/h,middle
C 7654,北滘,0,1,100,广珠城际线A200km/h,middle
C 7654,广州南,1,0,104,广珠城际线A200km/h,last
C 7655,广州南,0,1,6,广珠城际线A200km/h,first
C 7655,北滘,1,0,11,广珠城际线A200km/h,middle
C 7655,北滘,0,1,11,广珠城际线A200km/h,middle
C 7655,顺德,1,0,14,广珠城际线A200km/h,middle
C 7655,顺德,0,1,14,广珠城际线A200km/h,middle
C 7655,顺德学院,1,0,17,广珠城际线A200km/h,middle
C 7655,顺德学院,0,1,17,广珠城际线A200km/h,middle
C 7655,容桂,1,0,21,广珠城际线A200km/h,middle
C 7655,容桂,0,1,21,广珠城际线A200km/h,middle
C 7655,南头,1,0,24,广珠城际线A200km/h,middle
C 7655,南头,0,1,24,广珠城际线A200km/h,middle
C 7655,小榄,1,0,27,广珠城际线A200km/h,middle
C 7655,小榄,0,1,29,广珠城际线B200km/h,middle
C 7655,中山北,1,0,37,广珠城际线B200km/h,middle
C 7655,中山北,0,1,39,广珠城际线B200km/h,middle
C 7655,中山,1,0,41,广珠城际线B200km/h,middle
C 7655,中山,0,1,41,广珠城际线B200km/h,middle
C 7655,南朗,1,0,45,广珠城际线B200km/h,middle
C 7655,南朗,0,1,45,广珠城际线B200km/h,middle
C 7655,珠海北,1,0,52,广珠城际线B200km/h,middle
C 7655,珠海北,0,1,53,广珠城际线B200km/h,middle
C 7655,唐家湾,1,0,55,广珠城际线B200km/h,middle
C 7655,唐家湾,0,1,55,广珠城际线B200km/h,middle
C 7655,明珠,1,0,62,广珠城际线B200km/h,middle
C 7655,明珠,0,1,64,广珠城际线B200km/h,middle
C 7655,珠海,1,0,75,广珠城际线B200km/h,last
C 7657,广州南,0,1,18,广珠城际线A200km/h,first
C 7657,北滘,1,0,23,广珠城际线A200km/h,middle
C 7657,北滘,0,1,23,广珠城际线A200km/h,middle
C 7657,顺德,1,0,27,广珠城际线A200km/h,middle
C 7657,顺德,0,1,27,广珠城际线A200km/h,middle
C 7657,顺德学院,1,0,30,广珠城际线A200km/h,middle
C 7657,顺德学院,0,1,30,广珠城际线A200km/h,middle
C 7657,容桂,1,0,36,广珠城际线A200km/h,middle
C 7657,容桂,0,1,40,广珠城际线A200km/h,middle
C 7657,南头,1,0,43,广珠城际线A200km/h,middle
C 7657,南头,0,1,43,广珠城际线A200km/h,middle
C 7657,小榄,1,0,46,广珠城际线A200km/h,middle
C 7657,小榄,0,1,47,广珠城际线B200km/h,middle
C 7657,中山北,1,0,53,广珠城际线B200km/h,middle
C 7657,中山北,0,1,53,广珠城际线B200km/h,middle
C 7657,中山,1,0,55,广珠城际线B200km/h,middle
C 7657,中山,0,1,56,广珠城际线B200km/h,middle
C 7657,南朗,1,0,61,广珠城际线B200km/h,middle
C 7657,南朗,0,1,63,广珠城际线B200km/h,middle
C 7657,珠海北,1,0,68,广珠城际线B200km/h,middle
C 7657,珠海北,0,1,68,广珠城际线B200km/h,middle
C 7657,唐家湾,1,0,70,广珠城际线B200km/h,middle
C 7657,唐家湾,0,1,72,广珠城际线B200km/h,middle
C 7657,明珠,1,0,80,广珠城际线B200km/h,middle
C 7657,明珠,0,1,81,广珠城际线B200km/h,middle
C 7657,珠海,1,0,94,广珠城际线B200km/h,last
C 7658,珠海,0,1,53,广珠城际线B200km/h,first
C 7658,明珠,1,0,59,广珠城际线B200km/h,middle
C 7658,明珠,0,1,59,广珠城际线B200km/h,middle
C 7658,唐家湾,1,0,64,广珠城际线B200km/h,middle
C 7658,唐家湾,0,1,64,广珠城际线B200km/h,middle
C 7658,珠海北,1,0,71,广珠城际线B200km/h,middle
C 7658,珠海北,0,1,73,广珠城际线B200km/h,middle
C 7658,南朗,1,0,80,广珠城际线B200km/h,middle
C 7658,南朗,0,1,81,广珠城际线B200km/h,middle
C 7658,中山,1,0,85,广珠城际线B200km/h,middle
C 7658,中山,0,1,85,广珠城际线B200km/h,middle
C 7658,中山北,1,0,87,广珠城际线B200km/h,middle
C 7658,中山北,0,1,88,广珠城际线B200km/h,middle
C 7658,小榄,1,0,97,广珠城际线B200km/h,middle
C 7658,小榄,0,1,99,广珠城际线A200km/h,middle
C 7658,南头,1,0,104,广珠城际线A200km/h,middle
C 7658,南头,0,1,104,广珠城际线A200km/h,middle
C 7658,容桂,1,0,108,广珠城际线A200km/h,middle
C 7658,容桂,0,1,109,广珠城际线A200km/h,middle
C 7658,顺德学院,1,0,112,广珠城际线A200km/h,middle
C 7658,顺德学院,0,1,112,广珠城际线A200km/h,middle
C 7658,顺德,1,0,117,广珠城际线A200km/h,middle
C 7658,顺德,0,1,117,广珠城际线A200km/h,last
C 7659,广州南,0,1,24,广珠城际线A200km/h,first
C 7659,北滘,1,0,29,广珠城际线A200km/h,middle
C 7659,北滘,0,1,29,广珠城际线A200km/h,middle
C 7659,顺德,1,0,33,广珠城际线A200km/h,middle
C 7659,顺德,0,1,48,广珠城际线A200km/h,middle
C 7659,顺德学院,1,0,51,广珠城际线A200km/h,middle
C 7659,顺德学院,0,1,51,广珠城际线A200km/h,middle
C 7659,容桂,1,0,54,广珠城际线A200km/h,middle
C 7659,容桂,0,1,55,广珠城际线A200km/h,middle
C 7659,南头,1,0,58,广珠城际线A200km/h,middle
C 7659,南头,0,1,58,广珠城际线A200km/h,middle
C 7659,小榄,1,0,61,广珠城际线A200km/h,middle
C 7659,小榄,0,1,63,广珠城际线B200km/h,middle
C 7659,中山北,1,0,69,广珠城际线B200km/h,middle
C 7659,中山北,0,1,70,广珠城际线B200km/h,middle
C 7659,中山,1,0,73,广珠城际线B200km/h,middle
C 7659,中山,0,1,73,广珠城际线B200km/h,middle
C 7659,南朗,1,0,77,广珠城际线B200km/h,middle
C 7659,南朗,0,1,77,广珠城际线B200km/h,middle
C 7659,珠海北,1,0,82,广珠城际线B200km/h,middle
C 7659,珠海北,0,1,84,广珠城际线B200km/h,middle
C 7659,唐家湾,1,0,88,广珠城际线B200km/h,middle
C 7659,唐家湾,0,1,89,广珠城际线B200km/h,middle
C 7659,明珠,1,0,94,广珠城际线B200km/h,middle
C 7659,明珠,0,1,95,广珠城际线B200km/h,middle
C 7659,珠海,1,0,107,广珠城际线B200km/h,last
C 7660,珠海,0,1,72,广珠城际线B200km/h,first
C 7660,明珠,1,0,77,广珠城际线B200km/h,middle
C 7660,明珠,0,1,77,广珠城际线B200km/h,middle
C 7660,唐家湾,1,0,85,广珠城际线B200km/h,middle
C 7660,唐家湾,0,1,86,广珠城际线B200km/h,middle
C 7660,珠海北,1,0,91,广珠城际线B200km/h,middle
C 7660,珠海北,0,1,92,广珠城际线B200km/h,middle
C 7660,南朗,1,0,97,广珠城际线B200km/h,middle
C 7660,南朗,0,1,97,广珠城际线B200km/h,middle
C 7660,中山,1,0,102,广珠城际线B200km/h,middle
C 7660,中山,0,1,104,广珠城际线B200km/h,middle
C 7660,中山北,1,0,108,广珠城际线B200km/h,middle
C 7660,中山北,0,1,108,广珠城际线B200km/h,middle
C 7660,小榄,1,0,114,广珠城际线B200km/h,middle
C 7660,小榄,0,1,116,广珠城际线A200km/h,middle
C 7660,南头,1,0,120,广珠城际线A200km/h,middle
C 7660,南头,0,1,120,广珠城际线A200km/h,last
C 7662,珠海,0,1,90,广珠城际线B200km/h,first
C 7662,明珠,1,0,100,广珠城际线B200km/h,middle
C 7662,明珠,0,1,101,广珠城际线B200km/h,middle
C 7662,唐家湾,1,0,107,广珠城际线B200km/h,middle
C 7662,唐家湾,0,1,107,广珠城际线B200km/h,middle
C 7662,珠海北,1,0,109,广珠城际线B200km/h,middle
C 7662,珠海北,0,1,109,广珠城际线B200km/h,middle
C 7662,南朗,1,0,113,广珠城际线B200km/h,middle
C 7662,南朗,0,1,113,广珠城际线B200km/h,middle
C 7662,中山,1,0,117,广珠城际线B200km/h,middle
C 7662,中山,0,1,117,广珠城际线B200km/h,middle
C 7662,中山北,1,0,119,广珠城际线B200km/h,last
C 7663,广州南,0,1,86,广珠城际线A200km/h,first
C 7663,北滘,1,0,91,广珠城际线A200km/h,middle
C 7663,北滘,0,1,91,广珠城际线A200km/h,middle
C 7663,顺德,1,0,93,广珠城际线A200km/h,middle
C 7663,顺德,0,1,93,广珠城际线A200km/h,middle
C 7663,顺德学院,1,0,96,广珠城际线A200km/h,middle
C 7663,顺德学院,0,1,96,广珠城际线A200km/h,middle
C 7663,容桂,1,0,99,广珠城际线A200km/h,middle
C 7663,容桂,0,1,99,广珠城际线A200km/h,middle
C 7663,南头,1,0,101,广珠城际线A200km/h,middle
C 7663,南头,0,1,101,广珠城际线A200km/h,middle
C 7663,小榄,1,0,104,广珠城际线A200km/h,middle
C 7663,小榄,0,1,106,广珠城际线B200km/h,middle
C 7663,中山北,1,0,115,广珠城际线B200km/h,middle
C 7663,中山北,0,1,116,广珠城际线B200km/h,middle
