_,station,arr,dep,dwell,runtime,train
9,桂林西,19:32,19:43,11,04:16,D 2848
10,阳朔,20:07,20:09,2,04:51,D 2848
11,钟山西,20:39,20:45,6,05:23,D 2848
12,贺州,20:57,20:59,2,05:41,D 2848
13,佛山西,22:12,22:17,5,06:56,D 2848
14,广州南,22:38,-,0,07:22,D 2848
1,武汉,-,18:08,0,00:00,G 1135
2,咸宁北,18:32,18:34,2,00:24,G 1135
3,岳阳东,19:04,19:06,2,00:56,G 1135
4,长沙南,19:40,19:44,4,01:32,G 1135
5,株洲西,19:59,20:04,5,01:51,G 1135
6,郴州西,20:59,21:01,2,02:51,G 1135
7,韶关,21:32,21:34,2,03:24,G 1135
8,英德西,21:54,21:59,5,03:46,G 1135
9,广州南,22:40,-,0,04:32,G 1135
1,南宁东,-,19:20,0,00:00,D 3643
2,贵港,20:02,20:04,2,00:42,D 3643
3,桂平,20:23,20:25,2,01:03,D 3643
4,藤县,20:54,20:56,2,01:34,D 3643
5,梧州南,21:08,21:10,2,01:48,D 3643
6,云浮东,21:43,21:45,2,02:23,D 3643
7,肇庆东,22:05,22:07,2,02:45,D 3643
8,广州南,22:44,-,0,03:24,D 3643
1,北京西,-,13:07,0,00:00,G 69
2,高碑店东,13:37,13:39,2,00:30,G 69
3,定州东,14:08,14:10,2,01:01,G 69
4,正定机场,14:24,14:29,5,01:17,G 69
5,石家庄,14:43,14:47,4,01:36,G 69
6,郑州东,16:17,16:20,3,03:10,G 69
7,驻马店西,17:09,17:11,2,04:02,G 69
8,武汉,18:16,18:21,5,05:09,G 69
9,岳阳东,19:10,19:22,12,06:03,G 69
10,长沙南,19:57,20:03,6,06:50,G 69
11,衡阳东,20:40,20:42,2,07:33,G 69
12,韶关,21:41,21:46,5,08:34,G 69
13,广州南,22:45,-,0,09:38,G 69
1,贵阳北,-,17:23,0,00:00,D 2837
2,龙洞堡,17:39,17:41,2,00:16,D 2837
3,都匀东,18:13,18:21,8,00:50,D 2837
4,从江,19:09,19:11,2,01:46,D 2837
5,桂林西,19:59,20:03,4,02:36,D 2837
6,恭城,20:36,20:38,2,03:13,D 2837
7,贺州,21:07,21:09,2,03:44,D 2837
8,肇庆东,22:04,22:06,2,04:41,D 2837
9,佛山西,22:25,22:29,4,05:02,D 2837
10,广州南,22:49,-,0,05:26,D 2837
1,永州,-,19:08,0,00:00,G 6180
2,祁阳,19:24,19:26,2,00:16,G 6180
3,祁东,19:40,19:42,2,00:32,G 6180
4,衡阳东,20:13,20:36,23,01:05,G 6180
5,郴州西,21:09,21:16,7,02:01,G 6180
6,韶关,21:47,21:53,6,02:39,G 6180
7,广州南,22:50,-,0,03:42,G 6180
1,青岛,-,10:02,0,00:00,G 1552
2,青岛北,10:20,10:27,7,00:18,G 1552
3,青岛西,11:03,11:05,2,01:01,G 1552
4,日照西,11:40,11:42,2,01:38,G 1552
5,连云港,12:23,12:27,4,02:21,G 1552
6,灌南,12:53,12:55,2,02:51,G 1552
7,淮安东,13:16,13:18,2,03:14,G 1552
8,高邮北,13:39,13:41,2,03:37,G 1552
9,扬州东,14:03,14:05,2,04:01,G 1552
10,镇江,14:34,14:37,3,04:32,G 1552
11,南京南,15:05,15:07,2,05:03,G 1552
12,合肥南,15:57,16:03,6,05:55,G 1552
13,六安,16:31,16:34,3,06:29,G 1552
14,金寨,16:51,16:53,2,06:49,G 1552
15,麻城北,17:28,17:30,2,07:26,G 1552
16,红安西,17:44,17:46,2,07:42,G 1552
17,武汉,18:10,18:15,5,08:08,G 1552
18,咸宁北,18:39,18:56,17,08:37,G 1552
19,岳阳东,19:26,19:28,2,09:24,G 1552
20,长沙南,20:02,20:08,6,10:00,G 1552
21,衡阳东,20:45,20:47,2,10:43,G 1552
22,郴州西,21:20,21:22,2,11:18,G 1552
23,韶关,21:53,21:58,5,11:51,G 1552
24,广州南,22:55,-,0,12:53,G 1552
1,茂名,-,20:35,0,00:00,C 7214
2,阳西,21:04,21:06,2,00:29,C 7214
3,阳江,21:21,21:23,2,00:46,C 7214
4,广州南,22:51,22:56,5,02:16,C 7214
5,佛山西,23:15,-,0,02:40,C 7214
1,广州南,-,22:56,0,00:00,G 6231
2,深圳北,23:25,-,0,00:29,G 6231
1,北海,-,18:21,0,00:00,G 2920
2,南宁东,19:27,19:49,22,01:06,G 2920
3,贵港,20:31,20:33,2,02:10,G 2920
4,梧州南,21:25,21:27,2,03:04,G 2920
5,肇庆东,22:15,22:17,2,03:54,G 2920
6,佛山西,22:37,22:39,2,04:16,G 2920
7,广州南,22:58,23:02,4,04:37,G 2920
8,深圳北,23:31,-,0,05:10,G 2920
1,重庆西,-,15:23,0,00:00,D 2831
2,赶水东,15:59,16:01,2,00:36,D 2831
3,遵义,16:47,16:49,2,01:24,D 2831
4,息烽,17:16,17:18,2,01:53,D 2831
5,贵阳东,17:43,17:47,4,02:20,D 2831
6,都匀东,18:26,18:28,2,03:03,D 2831
7,从江,19:16,19:18,2,03:53,D 2831
8,桂林西,20:05,20:09,4,04:42,D 2831
9,阳朔,20:33,20:35,2,05:10,D 2831
10,贺州,21:12,21:14,2,05:49,D 2831
11,广宁,21:57,22:03,6,06:34,D 2831
12,肇庆东,22:19,22:21,2,06:56,D 2831
13,佛山西,22:41,22:44,3,07:18,D 2831
14,广州南,23:05,-,0,07:42,D 2831
1,湛江西,-,20:30,0,00:00,C 6968
2,茂名,21:02,21:04,2,00:32,C 6968
3,广州南,23:00,23:06,6,02:30,C 6968
4,佛山西,23:25,-,0,02:55,C 6968
1,兰州西,-,10:36,0,00:00,G 846
2,定西北,11:06,11:09,3,00:30,G 846
3,通渭,11:34,11:36,2,00:58,G 846
4,天水南,12:05,12:07,2,01:29,G 846
5,宝鸡南,12:50,12:52,2,02:14,G 846
6,杨陵南,13:16,13:18,2,02:40,G 846
7,西安北,13:47,13:52,5,03:11,G 846
8,渭南北,14:08,14:10,2,03:32,G 846
9,灵宝西,14:39,14:41,2,04:03,G 846
10,洛阳龙门,15:22,15:24,2,04:46,G 846
11,郑州西,15:49,15:51,2,05:13,G 846
12,郑州,16:09,16:18,9,05:33,G 846
13,驻马店西,17:15,17:26,11,06:39,G 846
14,信阳东,17:51,17:54,3,07:15,G 846
15,武汉,18:38,18:44,6,08:02,G 846
16,岳阳东,19:33,19:36,3,08:57,G 846
17,汨罗东,19:55,19:57,2,09:19,G 846
18,长沙南,20:16,20:23,7,09:40,G 846
19,衡阳东,21:00,21:03,3,10:24,G 846
20,郴州西,21:36,21:39,3,11:00,G 846
21,韶关,22:10,22:13,3,11:34,G 846
22,广州南,23:10,-,0,12:34,G 846
1,汕头,-,20:28,0,00:00,G 6330
2,潮汕,20:53,20:57,4,00:25,G 6330
3,陆丰,21:30,21:32,2,01:02,G 6330
4,汕尾,21:45,21:47,2,01:17,G 6330
5,惠州南,22:16,22:18,2,01:48,G 6330
6,深圳北,22:45,22:49,4,02:17,G 6330
7,广州南,23:18,-,0,02:50,G 6330
1,贵阳北,-,17:54,0,00:00,D 2841
2,都匀东,18:38,18:41,3,00:44,D 2841
3,三都县,18:53,18:55,2,00:59,D 2841
4,三江南,19:51,19:53,2,01:57,D 2841
5,桂林西,20:26,20:30,4,02:32,D 2841
6,钟山西,21:20,21:22,2,03:26,D 2841
7,贺州,21:34,21:36,2,03:40,D 2841
8,怀集,22:06,22:08,2,04:12,D 2841
9,肇庆东,22:37,22:39,2,04:43,D 2841
10,佛山西,22:58,23:00,2,05:04,D 2841
11,广州南,23:20,-,0,05:26,D 2841
1,南京南,-,15:52,0,00:00,G 1743
2,合肥南,16:41,16:45,4,00:49,G 1743
3,武汉,18:30,18:38,8,02:38,G 1743
4,咸宁北,19:02,19:07,5,03:10,G 1743
5,赤壁北,19:21,19:27,6,03:29,G 1743
6,岳阳东,19:48,19:51,3,03:56,G 1743
7,长沙南,20:26,20:34,8,04:34,G 1743
8,衡阳东,21:12,21:15,3,05:20,G 1743
9,郴州西,21:48,21:50,2,05:56,G 1743
10,韶关,22:21,22:23,2,06:29,G 1743
11,广州南,23:20,-,0,07:28,G 1743
1,张家界西,-,17:21,0,00:00,G 6143
2,古丈西,17:49,17:51,2,00:28,G 6143
3,吉首东,18:06,18:08,2,00:45,G 6143
4,凤凰古城,18:19,18:21,2,00:58,G 6143
5,麻阳西,18:32,18:34,2,01:11,G 6143
6,怀化南,18:53,18:56,3,01:32,G 6143
7,洞口,19:27,19:29,2,02:06,G 6143
8,杨桥,20:24,20:26,2,03:03,G 6143
9,衡阳东,21:05,21:09,4,03:44,G 6143
10,郴州西,21:42,21:44,2,04:21,G 6143
11,韶关,22:15,22:18,3,04:54,G 6143
12,广州南,23:15,23:21,6,05:54,G 6143
13,深圳北,23:50,-,0,06:29,G 6143
1,昆明南,-,15:56,0,00:00,D 3860
2,普者黑,16:56,17:00,4,01:00,D 3860
3,珠琳,17:15,17:17,2,01:19,D 3860
4,广南县,17:33,17:36,3,01:37,D 3860
5,富宁,17:58,18:01,3,02:02,D 3860
6,百色,18:40,18:45,5,02:44,D 3860
7,平果,19:22,19:26,4,03:26,D 3860
8,南宁,20:05,20:13,8,04:09,D 3860
9,南宁东,20:24,20:29,5,04:28,D 3860
10,梧州南,21:59,22:03,4,06:03,D 3860
11,广州南,23:25,-,0,07:29,D 3860
1,长沙南,-,20:39,0,00:00,G 6025
2,株洲西,20:54,20:56,2,00:15,G 6025
3,衡阳东,21:23,21:25,2,00:44,G 6025
4,郴州西,21:58,22:00,2,01:19,G 6025
5,广州南,23:25,23:29,4,02:46,G 6025
6,深圳北,23:58,-,0,03:19,G 6025
1,重庆西,-,16:09,0,00:00,D 1877
2,赶水东,16:45,16:47,2,00:36,D 1877
3,遵义,17:33,17:35,2,01:24,D 1877
4,贵阳东,18:23,18:29,6,02:14,D 1877
5,龙里北,18:47,18:49,2,02:38,D 1877
6,从江,19:57,19:59,2,03:48,D 1877
7,桂林西,20:47,20:51,4,04:38,D 1877
8,恭城,21:24,21:26,2,05:15,D 1877
9,贺州,21:54,21:57,3,05:45,D 1877
10,肇庆东,22:52,22:54,2,06:43,D 1877
11,广州南,23:30,-,0,07:21,D 1877
1,长沙南,-,20:29,0,00:00,G 6049
2,衡山西,20:58,21:04,6,00:29,G 6049
3,衡阳东,21:17,21:20,3,00:48,G 6049
4,郴州西,21:53,21:55,2,01:24,G 6049
5,韶关,22:26,22:32,6,01:57,G 6049
6,广州南,23:30,-,0,03:01,G 6049
1,湛江西,-,20:55,0,00:00,C 6980
2,茂名,21:27,21:29,2,00:32,C 6980
3,阳江,22:09,22:11,2,01:14,C 6980
4,广州南,23:35,-,0,02:40,C 6980
1,蚌埠南,-,15:44,0,00:00,G 1747
2,合肥,16:23,16:42,19,00:39,G 1747
3,六安,17:25,17:27,2,01:41,G 1747
4,麻城北,18:18,18:20,2,02:34,G 1747
5,红安西,18:34,18:36,2,02:50,G 1747
6,武汉,19:00,19:05,5,03:16,G 1747
7,岳阳东,19:54,19:57,3,04:10,G 1747
8,汨罗东,20:17,20:19,2,04:33,G 1747
9,长沙南,20:38,20:51,13,04:54,G 1747
10,衡阳东,21:28,21:30,2,05:44,G 1747
11,郴州西,22:03,22:05,2,06:19,G 1747
12,韶关,22:36,22:38,2,06:52,G 1747
13,广州南,23:35,-,0,07:51,G 1747
1,成都东,-,13:54,0,00:00,D 1833
2,内江北,14:40,14:42,2,00:46,D 1833
3,隆昌北,14:53,14:55,2,00:59,D 1833
4,荣昌北,15:09,15:11,2,01:15,D 1833
5,永川东,15:24,15:26,2,01:30,D 1833
6,璧山,15:39,15:46,7,01:45,D 1833
7,重庆西,16:03,16:21,18,02:09,D 1833
8,珞璜南,16:34,16:36,2,02:40,D 1833
9,遵义,17:45,17:50,5,03:51,D 1833
10,贵阳东,18:38,18:42,4,04:44,D 1833
11,都匀东,19:21,19:25,4,05:27,D 1833
12,桂林西,20:58,21:02,4,07:04,D 1833
13,恭城,21:35,21:37,2,07:41,D 1833
14,贺州,22:05,22:07,2,08:11,D 1833
15,肇庆东,23:02,23:04,2,09:08,D 1833
16,广州南,23:40,-,0,09:46,D 1833
1,上海虹桥,-,15:25,0,00:00,G 1305
2,杭州东,16:11,16:13,2,00:46,G 1305
3,义乌,16:45,16:48,3,01:20,G 1305
4,上饶,17:46,17:48,2,02:21,G 1305
5,鹰潭北,18:15,18:17,2,02:50,G 1305
6,南昌西,18:52,18:55,3,03:27,G 1305
7,新余北,19:27,19:29,2,04:02,G 1305
8,宜春,19:44,19:46,2,04:19,G 1305
9,醴陵东,20:10,20:12,2,04:45,G 1305
10,长沙南,20:34,20:45,11,05:09,G 1305
11,株洲西,21:00,21:06,6,05:35,G 1305
12,衡阳东,21:33,21:35,2,06:08,G 1305
13,郴州西,22:08,22:10,2,06:43,G 1305
14,韶关,22:41,22:43,2,07:16,G 1305
15,广州南,23:40,-,0,08:15,G 1305
1,成都东,-,15:55,0,00:00,D 1765
2,贵阳东,19:08,19:12,4,03:13,D 1765
3,桂林西,21:17,21:23,6,05:22,D 1765
4,广州南,23:45,-,0,07:50,D 1765
1,郑州东,-,16:51,0,00:00,G 547
2,许昌东,17:15,17:17,2,00:24,G 547
3,明港东,17:58,18:00,2,01:07,G 547
4,信阳东,18:13,18:15,2,01:22,G 547
5,孝感北,18:33,18:35,2,01:42,G 547
6,武汉,19:06,19:10,4,02:15,G 547
7,赤壁北,19:43,19:45,2,02:52,G 547
8,岳阳东,20:06,20:08,2,03:15,G 547
9,汨罗东,20:28,20:30,2,03:37,G 547
10,长沙南,20:49,20:56,7,03:58,G 547
11,株洲西,21:11,21:13,2,04:20,G 547
12,衡阳东,21:40,21:42,2,04:49,G 547
13,郴州西,22:15,22:17,2,05:24,G 547
14,韶关,22:48,22:50,2,05:57,G 547
15,广州南,23:46,-,0,06:55,G 547
1,南宁东,-,20:42,0,00:00,D 3647
2,平南南,21:49,21:51,2,01:07,D 3647
3,肇庆东,23:05,23:07,2,02:23,D 3647
4,佛山西,23:22,23:30,8,02:40,D 3647
5,广州南,23:50,-,0,03:08,D 3647
1,普宁,-,21:42,0,00:00,G 6319
2,陆丰,22:01,22:03,2,00:19,G 6319
3,汕尾,22:16,22:18,2,00:34,G 6319
4,惠州南,22:48,22:50,2,01:06,G 6319
5,深圳北,23:16,23:21,5,01:34,G 6319
6,广州南,23:50,-,0,02:08,G 6319
1,长沙南,-,21:01,0,00:00,G 6129
2,株洲西,21:16,21:18,2,00:15,G 6129
3,衡阳东,21:45,21:47,2,00:44,G 6129
4,郴州西,22:20,22:22,2,01:19,G 6129
5,韶关,22:53,22:55,2,01:52,G 6129
6,广州南,23:51,-,0,02:50,G 6129
1,湛江,-,21:58,0,00:00,K 1234
2,遂溪,22:22,22:26,4,00:24,K 1234
3,廉江,22:46,22:50,4,00:48,K 1234
4,化州,23:33,23:40,7,01:35,K 1234
5,茂名西,00:04,00:27,23,02:06,K 1234
6,肇庆,03:59,04:03,4,06:01,K 1234
7,佛山,05:10,05:20,10,07:12,K 1234
8,广州,05:46,06:06,20,07:48,K 1234
9,深圳东,07:59,-,0,10:01,K 1234
1,海口,-,17:46,0,00:00,Z 112
2,徐闻,21:11,21:23,12,03:25,Z 112
3,雷州,22:17,22:30,13,04:31,Z 112
4,湛江西,23:11,23:16,5,05:25,Z 112
5,茂名,00:04,00:10,6,06:18,Z 112
6,肇庆,04:11,04:16,5,10:25,Z 112
7,佛山,05:52,06:00,8,12:06,Z 112
8,广州,07:21,07:41,20,13:35,Z 112
9,韶关东,09:56,10:05,9,16:10,Z 112
10,赣州,12:36,12:57,21,18:50,Z 112
11,吉安,14:43,14:46,3,20:57,Z 112
12,南昌,16:56,17:06,10,23:10,Z 112
13,九江,18:11,18:14,3,24:25,Z 112
14,阜阳,22:14,22:40,26,28:28,Z 112
15,菏泽,00:53,00:56,3,31:07,Z 112
16,天津,05:57,06:03,6,36:11,Z 112
17,唐山,07:18,07:20,2,37:32,Z 112
18,山海关,09:05,09:12,7,39:19,Z 112
19,绥中北,09:42,09:45,3,39:56,Z 112
20,葫芦岛北,10:31,10:37,6,40:45,Z 112
21,沈阳北,12:51,13:20,29,43:05,Z 112
22,长春,15:50,15:58,8,46:04,Z 112
23,双城堡,17:35,17:38,3,47:49,Z 112
24,哈尔滨西,18:01,-,0,48:15,Z 112
1,海口,-,19:15,0,00:00,K 6512
2,徐闻,22:33,22:36,3,03:18,K 6512
3,雷州,23:31,23:42,11,04:16,K 6512
4,湛江西,00:23,00:31,8,05:08,K 6512
5,茂名,01:29,01:37,8,06:14,K 6512
6,肇庆,05:30,05:36,6,10:15,K 6512
7,佛山,06:55,07:00,5,11:40,K 6512
8,广州,07:50,08:10,20,12:35,K 6512
9,源潭,09:08,09:11,3,13:53,K 6512
10,英德,09:53,10:03,10,14:38,K 6512
11,韶关东,11:04,11:24,20,15:49,K 6512
12,郴州,13:14,13:20,6,17:59,K 6512
13,衡阳,15:03,-,0,19:48,K 6512
1,海口,-,19:15,0,00:00,K 512
2,徐闻,22:33,22:36,3,03:18,K 512
3,雷州,23:31,23:42,11,04:16,K 512
4,湛江西,00:23,00:31,8,05:08,K 512
5,茂名,01:29,01:37,8,06:14,K 512
6,肇庆,05:30,05:36,6,10:15,K 512
7,佛山,06:55,07:00,5,11:40,K 512
8,广州,07:50,08:10,20,12:35,K 512
9,韶关东,11:04,11:24,20,15:49,K 512
10,郴州,13:14,13:18,4,17:59,K 512
11,衡阳,15:01,15:17,16,19:46,K 512
12,萍乡,18:33,18:38,5,23:18,K 512
13,宜春,19:19,19:24,5,24:04,K 512
14,新余,19:58,20:04,6,24:43,K 512
15,鹰潭,22:53,22:59,6,27:38,K 512
16,上饶,00:05,00:09,4,28:50,K 512
17,金华,02:57,03:06,9,31:42,K 512
18,义乌,03:42,03:52,10,32:27,K 512
19,诸暨,04:18,04:23,5,33:03,K 512
20,杭州南,05:04,05:09,5,33:49,K 512
21,海宁,05:58,06:08,10,34:43,K 512
22,嘉兴,06:26,06:30,4,35:11,K 512
23,嘉善,07:00,07:05,5,35:45,K 512
24,松江,07:29,07:33,4,36:14,K 512
25,上海南,08:12,-,0,36:57,K 512
1,三亚,-,17:22,0,00:00,Z 202
2,东方,18:38,18:41,3,01:16,Z 202
3,海口,20:15,20:45,30,02:53,Z 202
4,湛江西,01:41,01:47,6,08:19,Z 202
5,茂名,02:35,02:42,7,09:13,Z 202
6,肇庆,05:44,05:50,6,12:22,Z 202
7,佛山,07:32,07:38,6,14:10,Z 202
8,广州,08:20,08:40,20,14:58,Z 202
9,韶关东,10:55,10:59,4,17:33,Z 202
10,郴州,12:38,12:42,4,19:16,Z 202
11,长沙,16:14,16:20,6,22:52,Z 202
12,武昌,19:51,20:00,9,26:29,Z 202
13,郑州,00:41,00:47,6,31:19,Z 202
14,石家庄,04:10,04:14,4,34:48,Z 202
15,北京西,06:49,-,0,37:27,Z 202
1,长春,-,16:55,0,00:00,Z 384
2,四平,17:55,17:57,2,01:00,Z 384
3,沈阳北,19:28,19:36,8,02:33,Z 384
4,锦州南,21:16,21:22,6,04:21,Z 384
5,山海关,22:45,22:53,8,05:50,Z 384
6,秦皇岛,23:18,23:31,13,06:23,Z 384
7,唐山,01:17,01:21,4,08:22,Z 384
8,天津,02:47,02:55,8,09:52,Z 384
9,聊城,06:58,07:04,6,14:03,Z 384
10,菏泽,08:14,08:17,3,15:19,Z 384
11,亳州,09:42,09:45,3,16:47,Z 384
12,阜阳,10:41,11:00,19,17:46,Z 384
13,九江,14:59,15:02,3,22:04,Z 384
14,南昌,16:23,16:44,21,23:28,Z 384
15,吉安,18:55,19:01,6,26:00,Z 384
16,井冈山,20:25,20:28,3,27:30,Z 384
17,衡阳,22:37,23:01,24,29:42,Z 384
18,广州,04:35,04:55,20,35:40,Z 384
19,肇庆,06:25,06:28,3,37:30,Z 384
20,茂名,09:31,09:37,6,40:36,Z 384
21,湛江西,10:25,10:32,7,41:30,Z 384
22,海口,16:46,-,0,47:51,Z 384
1,肇庆,-,07:00,0,00:00,C 6880
2,鼎湖东,07:13,07:14,1,00:13,C 6880
3,佛山西,07:38,07:40,2,00:38,C 6880
4,广州,08:06,-,0,01:06,C 6880
1,厦门北,-,17:26,0,00:00,K 230
2,漳州,17:57,18:07,10,00:31,K 230
3,龙岩,19:26,19:51,25,02:00,K 230
4,永定,21:00,21:04,4,03:34,K 230
5,梅州,22:47,22:51,4,05:21,K 230
6,龙川,00:28,00:43,15,07:02,K 230
7,河源,01:38,01:44,6,08:12,K 230
8,惠州,02:38,02:41,3,09:12,K 230
9,东莞东,03:32,03:38,6,10:06,K 230
10,广州,05:02,05:22,20,11:36,K 230
11,佛山,05:50,05:55,5,12:24,K 230
12,肇庆,07:14,07:18,4,13:48,K 230
13,茂名,11:40,11:57,17,18:14,K 230
14,茂名西,12:10,12:32,22,18:44,K 230
15,化州,13:08,13:12,4,19:42,K 230
16,陆川,14:40,14:44,4,21:14,K 230
17,玉林,15:15,15:25,10,21:49,K 230
18,贵港,16:31,16:36,5,23:05,K 230
19,南宁,19:18,19:56,38,25:52,K 230
20,百色,22:20,22:26,6,28:54,K 230
21,兴义,03:09,03:14,5,33:43,K 230
22,威舍,04:07,04:17,10,34:41,K 230
23,红果,05:42,05:52,10,36:16,K 230
24,富源,06:23,06:27,4,36:57,K 230
25,曲靖,07:33,07:39,6,38:07,K 230
26,昆明,09:23,-,0,39:57,K 230
1,肇庆,-,07:22,0,00:00,C 6862
2,鼎湖东,07:35,07:37,2,00:13,C 6862
3,大旺,07:46,07:48,2,00:24,C 6862
4,三水北,07:57,07:59,2,00:35,C 6862
5,佛山西,08:09,08:11,2,00:47,C 6862
6,广州,08:34,08:40,6,01:12,C 6862
7,广州东,08:50,08:57,7,01:28,C 6862
8,石牌,09:03,09:04,1,01:41,C 6862
9,新塘南,09:24,09:26,2,02:02,C 6862
10,东莞西,09:35,09:37,2,02:13,C 6862
11,东莞港,09:45,09:47,2,02:23,C 6862
12,厚街,09:52,09:54,2,02:30,C 6862
13,虎门北,09:59,10:01,2,02:37,C 6862
14,长安,10:11,10:13,2,02:49,C 6862
15,福海西,10:21,10:23,2,02:59,C 6862
16,深圳机场,10:29,-,0,03:07,C 6862
1,佛山西,-,07:00,0,00:00,C 6701
2,三水北,07:09,07:10,1,00:09,C 6701
3,大旺,07:19,07:21,2,00:19,C 6701
4,四会,07:26,07:27,1,00:26,C 6701
5,鼎湖东,07:34,07:35,1,00:34,C 6701
6,鼎湖山,07:40,07:41,1,00:40,C 6701
7,肇庆,07:53,-,0,00:53,C 6701
1,佛山西,-,07:20,0,00:00,C 6757
2,三水北,07:29,07:31,2,00:09,C 6757
3,四会,07:42,07:44,2,00:22,C 6757
4,鼎湖东,07:51,07:52,1,00:31,C 6757
5,肇庆,08:06,-,0,00:46,C 6757
1,肇庆,-,08:12,0,00:00,C 6822
2,鼎湖东,08:25,08:27,2,00:13,C 6822
3,四会,08:34,08:36,2,00:22,C 6822
4,大旺,08:40,08:42,2,00:28,C 6822
5,三水北,08:51,08:53,2,00:39,C 6822
6,佛山西,09:03,09:06,3,00:51,C 6822
7,广州,09:32,09:37,5,01:20,C 6822
8,广州东,09:47,09:52,5,01:35,C 6822
9,东莞西,10:22,10:23,1,02:10,C 6822
10,虎门北,10:37,10:38,1,02:25,C 6822
11,长安,10:49,10:50,1,02:37,C 6822
12,深圳机场,11:03,-,0,02:51,C 6822
1,肇庆,-,08:25,0,00:00,C 6758
2,端州,08:31,08:32,1,00:06,C 6758
3,鼎湖东,08:41,08:42,1,00:16,C 6758
4,四会,08:49,08:50,1,00:24,C 6758
5,云东海,08:56,08:57,1,00:31,C 6758
6,狮山北,09:06,09:07,1,00:41,C 6758
7,狮山,09:11,09:12,1,00:46,C 6758
8,佛山西,09:18,-,0,00:53,C 6758
1,佛山西,-,07:35,0,00:00,C 6799
2,三水北,07:44,07:45,1,00:09,C 6799
3,大旺,07:54,07:56,2,00:19,C 6799
4,四会,08:01,08:02,1,00:26,C 6799
5,鼎湖东,08:09,08:10,1,00:34,C 6799
6,鼎湖山,08:15,08:16,1,00:40,C 6799
7,肇庆,08:26,-,0,00:51,C 6799
1,佛山西,-,07:50,0,00:00,C 6779
2,狮山,07:56,07:57,1,00:06,C 6779
3,三水北,08:02,08:03,1,00:12,C 6779
4,大旺,08:12,08:14,2,00:22,C 6779
5,鼎湖东,08:23,08:24,1,00:33,C 6779
6,端州,08:32,08:33,1,00:42,C 6779
7,肇庆,08:40,-,0,00:50,C 6779
1,广州,-,07:06,0,00:00,K 9249
2,佛山,07:31,07:35,4,00:25,K 9249
3,肇庆,08:49,08:54,5,01:43,K 9249
4,阳春,10:35,10:38,3,03:29,K 9249
5,茂名,12:06,12:24,18,05:00,K 9249
6,高州,12:54,12:56,2,05:48,K 9249
7,信宜,13:36,-,0,06:30,K 9249
1,肇庆,-,09:00,0,00:00,C 6780
2,端州,09:06,09:07,1,00:06,C 6780
3,鼎湖东,09:16,09:17,1,00:16,C 6780
4,四会,09:24,09:25,1,00:24,C 6780
5,大旺,09:29,09:31,2,00:29,C 6780
6,三水北,09:40,09:41,1,00:40,C 6780
7,狮山,09:47,09:48,1,00:47,C 6780
8,佛山西,09:54,-,0,00:54,C 6780
1,佛山西,-,08:10,0,00:00,C 6711
2,狮山,08:16,08:17,1,00:06,C 6711
3,三水北,08:22,08:23,1,00:12,C 6711
4,大旺,08:32,08:34,2,00:22,C 6711
5,鼎湖东,08:43,08:44,1,00:33,C 6711
6,端州,08:52,08:53,1,00:42,C 6711
7,肇庆,09:00,-,0,00:50,C 6711
1,肇庆,-,09:30,0,00:00,C 6796
2,鼎湖山,09:40,09:41,1,00:10,C 6796
3,鼎湖东,09:46,09:47,1,00:16,C 6796
4,大旺,09:56,09:58,2,00:26,C 6796
5,三水北,10:07,10:08,1,00:37,C 6796
6,狮山北,10:12,10:13,1,00:42,C 6796
7,狮山,10:17,10:18,1,00:47,C 6796
8,佛山西,10:24,-,0,00:54,C 6796
1,昆明,-,08:12,0,00:00,K 1206
2,曲靖,10:03,10:10,7,01:51,K 1206
3,富源,11:17,11:19,2,03:05,K 1206
4,红果,11:50,11:57,7,03:38,K 1206
5,威舍,13:18,13:26,8,05:06,K 1206
6,兴义,14:05,14:10,5,05:53,K 1206
7,册亨,15:17,15:20,3,07:05,K 1206
8,田林,16:57,17:01,4,08:45,K 1206
9,百色,18:02,18:08,6,09:50,K 1206
10,南宁,21:31,21:56,25,13:19,K 1206
11,玉林,01:10,01:20,10,16:58,K 1206
12,茂名西,05:34,05:57,23,21:22,K 1206
13,肇庆,09:27,09:32,5,25:15,K 1206
14,佛山,10:38,10:42,4,26:26,K 1206
15,广州,11:18,11:38,20,27:06,K 1206
16,深圳东,13:35,-,0,29:23,K 1206
1,广州,-,08:47,0,00:00,C 6881
2,佛山西,09:07,09:09,2,00:20,C 6881
3,鼎湖东,09:32,09:33,1,00:45,C 6881
4,肇庆,09:46,-,0,00:59,C 6881
1,肇庆,-,10:01,0,00:00,C 6882
2,鼎湖山,10:11,10:12,1,00:10,C 6882
3,鼎湖东,10:17,10:18,1,00:16,C 6882
4,四会,10:25,10:26,1,00:24,C 6882
5,大旺,10:30,10:32,2,00:29,C 6882
6,云东海,10:36,10:37,1,00:35,C 6882
7,三水北,10:44,10:45,1,00:43,C 6882
8,狮山北,10:49,10:50,1,00:48,C 6882
9,佛山西,10:58,-,0,00:57,C 6882
1,佛山西,-,09:33,0,00:00,C 6759
2,狮山北,09:40,09:41,1,00:07,C 6759
3,三水北,09:45,09:46,1,00:12,C 6759
4,云东海,09:53,09:54,1,00:20,C 6759
5,大旺,09:58,10:00,2,00:25,C 6759
6,四会,10:05,10:06,1,00:32,C 6759
7,鼎湖东,10:13,10:14,1,00:40,C 6759
